graph,aco_ts,pli,gap,gap_percent,status,runtime_seconds,iterations,evaluations,stop_reason,output_file
cubic_100,75.0,75.0,0.0,0.0,igual,9.246,1400,513754,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_100.json
cubic_1000,784.0,767.0,17.0,2.216427640156454,pior,69.117,2550,946200,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_1000.json
cubic_1100,867.0,850.0,17.0,2.0,pior,86.715,2550,946200,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_1100.json
cubic_1200,939.0,923.0,16.0,1.7334777898158178,pior,112.55,3700,1378646,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_1200.json
cubic_1300,1022.0,1003.0,19.0,1.8943170488534395,pior,132.531,3800,1416250,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_1300.json
cubic_1400,1094.0,1075.0,19.0,1.7674418604651163,pior,149.249,4300,1604270,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_1400.json
cubic_1500,1174.0,1154.0,20.0,1.733102253032929,pior,160.687,5050,1886300,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_1500.json
cubic_1600,1258.0,1236.0,22.0,1.779935275080906,pior,105.117,2950,1096616,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_1600.json
cubic_1700,1331.0,1308.0,23.0,1.7584097859327217,pior,185.588,5150,1923904,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_1700.json
cubic_1800,1418.0,1386.0,32.0,2.3088023088023086,pior,81.309,2200,814586,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_1800.json
cubic_1900,1485.0,1472.0,13.0,0.8831521739130435,pior,199.322,4600,1717082,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_1900.json
cubic_200,155.0,152.0,3.0,1.9736842105263157,pior,12.916,1350,494952,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_200.json
cubic_2000,1580.0,1556.0,24.0,1.5424164524421593,pior,174.936,4250,1585468,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_2000.json
cubic_2100,1650.0,1632.0,18.0,1.1029411764705883,pior,152.889,3650,1359844,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_2100.json
cubic_2200,1726.0,1743.0,-17.0,-0.9753298909925416,melhor,1558.488,5024,1870378,time_limit,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_2200.json
cubic_2300,1814.0,1815.0,-1.0,-0.055096418732782364,melhor,124.415,3850,1435052,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_2300.json
cubic_2400,1893.0,1913.0,-20.0,-1.0454783063251438,melhor,213.874,4700,1754686,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_2400.json
cubic_2500,1975.0,1984.0,-9.0,-0.45362903225806456,melhor,162.736,3550,1322240,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_2500.json
cubic_2600,2048.0,2086.0,-38.0,-1.821668264621285,melhor,249.218,5100,1905102,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_2600.json
cubic_2700,2126.0,2156.0,-30.0,-1.391465677179963,melhor,239.525,4750,1773488,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_2700.json
cubic_2800,2209.0,2235.0,-26.0,-1.1633109619686801,melhor,247.127,4550,1698280,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_2800.json
cubic_2900,2292.0,2326.0,-34.0,-1.4617368873602752,melhor,172.916,3100,1153022,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_2900.json
cubic_300,233.0,228.0,5.0,2.1929824561403506,pior,17.769,1750,645368,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_300.json
cubic_3000,2356.0,2424.0,-68.0,-2.8052805280528053,melhor,391.109,7150,2675984,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_3000.json
cubic_400,313.0,303.0,10.0,3.3003300330033,pior,21.333,1850,682972,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_400.json
cubic_500,390.0,386.0,4.0,1.0362694300518136,pior,22.438,1945,707174,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_500.json
cubic_600,470.0,462.0,8.0,1.7316017316017316,pior,23.324,1800,664170,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_600.json
cubic_700,550.0,539.0,11.0,2.0408163265306123,pior,29.618,2300,852190,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_700.json
cubic_800,634.0,610.0,24.0,3.934426229508197,pior,6231.624,276,84428,time_limit,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_800.json
cubic_900,702.0,694.0,8.0,1.1527377521613833,pior,34.403,2350,870992,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/cubic_900.json
DSJC1000.1,63.0,50.0,13.0,26.0,pior,232.938,1978,723936,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/DSJC1000.1.json
DSJC1000.5,13.0,12.0,1.0,8.333333333333332,pior,303.632,1023,366098,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/DSJC1000.5.json
DSJC1000.9,5.0,5.0,0.0,0.0,igual,679.362,1022,365978,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/DSJC1000.9.json
DSJC125.5,10.0,8.0,2.0,25.0,pior,10.446,1001,363458,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/DSJC125.5.json
DSJC500.5,12.0,10.0,2.0,20.0,pior,71.372,1002,363578,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/DSJC500.5.json
DSJC500.9,5.0,5.0,0.0,0.0,igual,152.201,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/DSJC500.9.json
DSJR500.1,120.0,110.0,10.0,9.090909090909092,pior,42.393,2750,1021408,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/DSJR500.1.json
brock200_3,9.0,7.0,2.0,28.57142857142857,pior,18.382,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/brock200_3.json
brock800_3,9.0,8.0,1.0,12.5,pior,279.817,1003,363698,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/brock800_3.json
brock800_4,9.0,8.0,1.0,12.5,pior,325.375,1007,364178,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/brock800_4.json
c-fat200-1,37.0,37.0,0.0,0.0,igual,8.757,1004,363818,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/c-fat200-1.json
c-fat200-5,7.0,7.0,0.0,0.0,igual,14.611,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/c-fat200-5.json
c-fat500-1,80.0,80.0,0.0,0.0,igual,16.14,1055,382740,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/c-fat500-1.json
david,6.0,6.0,0.0,0.0,igual,5.388,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/david.json
flat1000_50_0,14.0,12.0,2.0,16.666666666666664,pior,331.474,1016,365258,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/flat1000_50_0.json
flat300_28_0,11.0,10.0,1.0,10.0,pior,29.181,1010,364538,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/flat300_28_0.json
gen400_p0.9_55,5.0,4.0,1.0,25.0,pior,88.342,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/gen400_p0.9_55.json
hamming10-4,10.0,5.0,5.0,100.0,pior,908.892,1450,532556,time_limit,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/hamming10-4.json
hamming6-4,10.0,10.0,0.0,0.0,igual,5.741,1126,404062,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/hamming6-4.json
hamming8-2,4.0,4.0,0.0,0.0,igual,28.706,1001,363458,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/hamming8-2.json
hamming8-4,9.0,6.0,3.0,50.0,pior,63.2,2533,931358,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/hamming8-4.json
inithx.i.2,180.0,180.0,0.0,0.0,igual,26.737,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/inithx.i.2.json
johnson16-2-4,8.0,5.0,3.0,60.0,pior,10.135,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/johnson16-2-4.json
johnson8-4-4,6.0,5.0,1.0,20.0,pior,6.693,1005,363938,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/johnson8-4-4.json
keller6,9.0,28.0,-19.0,-67.85714285714286,melhor,1068.055,200,62506,time_limit,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/keller6.json
le450_15d,31.0,25.0,6.0,24.0,pior,61.594,2000,739378,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/le450_15d.json
le450_25b,91.0,83.0,8.0,9.63855421686747,pior,44.01,1965,722376,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/le450_25b.json
le450_25c,41.0,31.0,10.0,32.25806451612903,pior,39.334,1100,400942,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/le450_25c.json
le450_5a,82.0,65.0,17.0,26.153846153846157,pior,37.452,2266,835308,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/le450_5a.json
le450_5b,86.0,66.0,20.0,30.303030303030305,pior,19.886,1100,400942,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/le450_5b.json
miles250,70.0,68.0,2.0,2.941176470588235,pior,6.767,1030,366938,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/miles250.json
mulsol.i.3,26.0,26.0,0.0,0.0,igual,10.467,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/mulsol.i.3.json
mulsol.i.5,26.0,26.0,0.0,0.0,igual,10.469,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/mulsol.i.5.json
myciel3,7.0,7.0,0.0,0.0,igual,4.268,1001,363458,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/myciel3.json
myciel6,13.0,12.0,1.0,8.333333333333332,pior,11.721,1756,646088,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/myciel6.json
myciel7,16.0,13.0,3.0,23.076923076923077,pior,9.896,1020,365738,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/myciel7.json
p_hat1000-2,13.0,9.0,4.0,44.44444444444444,pior,371.254,1004,363818,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/p_hat1000-2.json
p_hat1500-3,8.0,6.0,2.0,33.33333333333333,pior,922.465,600,212922,time_limit,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/p_hat1500-3.json
p_hat300-3,6.0,5.0,1.0,20.0,pior,61.026,1001,363458,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/p_hat300-3.json
p_hat500-2,10.0,8.0,2.0,25.0,pior,136.74,1026,366458,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/p_hat500-2.json
queen11_11,19.0,14.0,5.0,35.714285714285715,pior,15.975,1381,498672,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/queen11_11.json
queen16_16,31.0,20.0,11.0,55.00000000000001,pior,72.687,3160,1173024,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/queen16_16.json
queen5_5,7.0,7.0,0.0,0.0,igual,10.335,1003,363698,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/queen5_5.json
queen7_7,10.0,9.0,1.0,11.11111111111111,pior,9.065,1028,366698,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/queen7_7.json
san200_0.7_1,6.0,6.0,0.0,0.0,igual,43.784,1119,403222,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/san200_0.7_1.json
san200_0.7_2,7.0,6.0,1.0,16.666666666666664,pior,31.501,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/san200_0.7_2.json
san400_0.5_1,8.0,8.0,0.0,0.0,igual,73.9,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/san400_0.5_1.json
san400_0.7_1,7.0,6.0,1.0,16.666666666666664,pior,133.652,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/san400_0.7_1.json
sanr200_0.7,7.0,6.0,1.0,16.666666666666664,pior,34.534,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/sanr200_0.7.json
zeroin.i.1,176.0,175.0,1.0,0.5714285714285714,pior,18.54,1000,363338,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/zeroin.i.1.json
1138_bus,973.0,959.0,14.0,1.4598540145985401,pior,164.677,4350,1623072,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/1138_bus.json
662_bus,529.0,521.0,8.0,1.5355086372360844,pior,60.979,2650,983804,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/662_bus.json
bcspwr03,90.0,89.0,1.0,1.1235955056179776,pior,12.315,1126,404062,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/bcspwr03.json
bcspwr06,1204.0,1181.0,23.0,1.947502116850127,pior,130.759,2850,1059012,stagnation,/home/hscheric/Projects/tcc-experiments/results/experiments/aco_ts_stagnation1000_vs_pli/bcspwr06.json
